op,case,calc_ms,spot_ms,spot2_ms,nodes,cells,linked,note
intersect_word,3state1ap0acc_005652_c×3state1ap0acc_080036,0.0089,0.0026,,97,9409,215,
intersect_word,3state1ap0acc_005652×3state1ap0acc_025968,0.0087,0.0061,,95,9025,458,
intersect_word,3state1ap0acc_005652×3state1ap0acc_030112,0.0086,0.0068,,90,8100,283,
intersect_word,3state1ap0acc_005654×3state1ap0acc_006156,0.0131,0.0085,,139,19321,197,
intersect_word,3state1ap0acc_005654×3state1ap0acc_090756,0.0121,0.0082,,129,16641,212,
intersect_word,3state1ap0acc_005669×3state1ap0acc_029205,0.0067,0.0051,,61,3721,135,
intersect_word,3state1ap0acc_005669×3state1ap0acc_076074_c,0.012,0.0033,,146,21316,231,
intersect_word,3state1ap0acc_005670_c×3state1ap0acc_070276,0.0145,0.0075,,46,2116,102,
intersect_word,3state1ap0acc_005670×3state1ap0acc_030726_c,0.008,0.0074,,89,7921,138,
intersect_word,3state1ap0acc_005673×3state1ap0acc_091213,0.0072,0.0063,,75,5625,155,
intersect_word,3state1ap0acc_005686_c×3state1ap0acc_029288,0.01,0.0055,,112,12544,150,
intersect_word,3state1ap0acc_005732_c×3state1ap0acc_029189_c,0.007,0.0047,,63,3969,177,
intersect_word,3state1ap0acc_005772_c×3state1ap0acc_021778,0.029,0.0138,,314,98596,333,
intersect_word,3state1ap0acc_005774_c×3state1ap0acc_071880,0.0093,0.0063,,33,1089,83,
intersect_word,3state1ap0acc_005774×3state1ap0acc_015380,0.006,0.007,,58,3364,157,
intersect_word,3state1ap0acc_005780_c×3state1ap0acc_013864_c,0.0197,0.0031,,251,63001,434,
intersect_word,3state1ap0acc_005788×3state1ap0acc_069894,1.5066,0.0037,,93,8649,316,
intersect_word,3state1ap0acc_005796×3state1ap0acc_029864_c,0.0094,0.0109,,81,6561,119,
intersect_word,3state1ap0acc_005800×3state1ap0acc_106636,0.0067,0.0081,,62,3844,104,
intersect_word,3state1ap0acc_005812_c×3state1ap0acc_013337,0.0103,0.0035,,116,13456,307,
intersect_word,3state1ap0acc_005812_c×3state1ap0acc_070296_c,0.0085,0.002,,93,8649,261,
intersect_word,3state1ap0acc_005812×3state1ap0acc_013909_c,0.0202,0.0058,,284,80656,372,
intersect_word,3state1ap0acc_005812×3state1ap0acc_080452_c,0.017,0.0121,,203,41209,320,
intersect_word,3state1ap0acc_005816_c×3state1ap0acc_007432_c,0.0082,0.0019,,92,8464,161,
intersect_word,3state1ap0acc_005816_c×3state1ap0acc_013326,0.0214,0.0034,,307,94249,366,
intersect_word,3state1ap0acc_005860×3state1ap0acc_079428,0.0106,0.0062,,132,17424,319,
intersect_word,3state1ap0acc_006148×3state1ap0acc_025261,0.0047,0.0059,,20,400,38,
intersect_word,3state1ap0acc_006149×3state1ap0acc_021089,0.3247,0.0037,,50,2500,122,
intersect_word,3state1ap0acc_006149×3state1ap0acc_025701_c,1.0704,0.0042,,93,8649,347,
intersect_word,3state1ap0acc_006153×3state1ap0acc_007316,0.1336,0.0029,,33,1089,72,
intersect_word,3state1ap0acc_006154_c×3state1ap0acc_071308_c,0.0068,0.0033,,64,4096,215,
intersect_word,3state1ap0acc_006154×3state1ap0acc_006180_c,0.0059,0.0037,,30,900,46,
intersect_word,3state1ap0acc_006156_c×3state1ap0acc_029201,0.0054,0.0041,,46,2116,59,
intersect_word,3state1ap0acc_006156×3state1ap0acc_073994,0.1194,0.0033,,31,961,22,
intersect_word,3state1ap0acc_006164_c×3state1ap0acc_070212,0.0071,0.0053,,25,625,58,
intersect_word,3state1ap0acc_006166_c×3state1ap0acc_025648_c,0.0105,0.0057,,105,11025,87,
intersect_word,3state1ap0acc_006166_c×3state1ap0acc_029185,0.0045,0.0042,,28,784,57,
intersect_word,3state1ap0acc_006168_c×3state1ap0acc_074404,0.0081,0.0033,,94,8836,319,
intersect_word,3state1ap0acc_006172_c×3state1ap0acc_006204,0.0057,0.0047,,39,1521,82,
intersect_word,3state1ap0acc_006172×3state1ap0acc_030860,0.0097,0.0044,,91,8281,275,
intersect_word,3state1ap0acc_006182×3state1ap0acc_024922,0.0066,0.0041,,45,2025,103,
intersect_word,3state1ap0acc_006184_c×3state1ap0acc_073806_c,0.0056,0.0057,,40,1600,47,
intersect_word,3state1ap0acc_006185_c×3state1ap0acc_073880,0.0044,0.004,,33,1089,55,
intersect_word,3state1ap0acc_006198×3state1ap0acc_025120,0.004,0.0028,,25,625,62,
intersect_word,3state1ap0acc_006204_c×3state1ap0acc_091468_c,0.0071,0.0036,,74,5476,151,
intersect_word,3state1ap0acc_006204×3state1ap0acc_029864,0.0057,0.0027,,42,1764,84,
intersect_word,3state1ap0acc_006276_c×3state1ap0acc_006788,0.007,0.0044,,21,441,46,
intersect_word,3state1ap0acc_006284×3state1ap0acc_025834,0.0063,0.0049,,47,2209,79,
intersect_word,3state1ap0acc_006286_c×3state1ap0acc_025904_c,0.0169,0.0035,,204,41616,264,
intersect_word,3state1ap0acc_006286_c×3state1ap0acc_026257_c,0.0124,0.0037,,146,21316,279,
intersect_word,3state1ap0acc_006286×3state1ap0acc_092164,0.0098,0.0115,,103,10609,187,
intersect_word,3state1ap0acc_006292_c×3state1ap0acc_086232,0.0104,0.0069,,119,14161,302,
intersect_word,3state1ap0acc_006292×3state1ap0acc_075800,0.0059,0.008,,51,2601,65,
intersect_word,3state1ap0acc_006296×3state1ap0acc_007470_c,0.0108,0.0066,,53,2809,116,
intersect_word,3state1ap0acc_006300×3state1ap0acc_024657,0.0041,0.0051,,27,729,57,
intersect_word,3state1ap0acc_006310×3state1ap0acc_006413_c,0.0088,0.004,,85,7225,265,
intersect_word,3state1ap0acc_006310×3state1ap0acc_030856,0.1728,0.0038,,36,1296,103,
intersect_word,3state1ap0acc_006324_c×3state1ap0acc_025618,0.0066,0.0034,,66,4356,219,
intersect_word,3state1ap0acc_006328×3state1ap0acc_024698_c,0.0131,0.0099,,155,24025,157,
intersect_word,3state1ap0acc_006328×3state1ap0acc_078118,0.0048,0.0036,,39,1521,90,
intersect_word,3state1ap0acc_006328×3state1ap0acc_112652_c,0.0173,0.0081,,209,43681,286,
intersect_word,3state1ap0acc_006406×3state1ap0acc_070244_c,0.0172,0.0046,,119,14161,376,
intersect_word,3state1ap0acc_006409_c×3state1ap0acc_007692_c,0.0173,0.0051,,214,45796,316,
intersect_word,3state1ap0acc_006409×3state1ap0acc_076868_c,0.0155,0.0033,,212,44944,315,
intersect_word,3state1ap0acc_006409×3state1ap0acc_092686,0.0062,0.0021,,54,2916,75,
intersect_word,3state1ap0acc_006412_c×3state1ap0acc_061858_c,0.0117,0.0053,,116,13456,164,
intersect_word,3state1ap0acc_006424×3state1ap0acc_092169,0.0087,0.0081,,100,10000,142,
intersect_word,3state1ap0acc_006426_c×3state1ap0acc_075781,0.0072,0.0082,,73,5329,86,
intersect_word,3state1ap0acc_006426×3state1ap0acc_025192,0.0063,0.0085,,60,3600,145,
intersect_word,3state1ap0acc_006426×3state1ap0acc_092360,0.0173,0.0093,,232,53824,342,
intersect_word,3state1ap0acc_006428_c×3state1ap0acc_025649_c,0.0123,0.0071,,121,14641,326,
intersect_word,3state1ap0acc_006438_c×3state1ap0acc_096268,0.0071,0.0041,,73,5329,137,
intersect_word,3state1ap0acc_006440×3state1ap0acc_075332,0.0217,0.0044,,305,93025,444,
intersect_word,3state1ap0acc_006442_c×3state1ap0acc_024770,0.0049,0.0021,,37,1369,102,
intersect_word,3state1ap0acc_006442×3state1ap0acc_091214,0.0097,0.0061,,86,7396,158,
intersect_word,3state1ap0acc_006456_c×3state1ap0acc_024906,0.0057,0.0042,,53,2809,90,
intersect_word,3state1ap0acc_006470×3state1ap0acc_015688,0.0116,0.005,,149,22201,321,
intersect_word,3state1ap0acc_006472_c×3state1ap0acc_012682_c,0.0061,0.0031,,58,3364,106,
intersect_word,3state1ap0acc_006472×3state1ap0acc_076074,0.0101,0.0088,,97,9409,173,
intersect_word,3state1ap0acc_006476_c×3state1ap0acc_021920_c,0.0118,0.002,,155,24025,178,
intersect_word,3state1ap0acc_006476_c×3state1ap0acc_029800_c,0.0083,0.0028,,74,5476,129,
intersect_word,3state1ap0acc_006478_c×3state1ap0acc_030088_c,0.0076,0.0032,,75,5625,122,
intersect_word,3state1ap0acc_006478×3state1ap0acc_081032_c,0.0095,0.0045,,102,10404,364,
intersect_word,3state1ap0acc_006488_c×3state1ap0acc_007844,0.0067,0.0031,,69,4761,128,
intersect_word,3state1ap0acc_006538_c×3state1ap0acc_092166_c,0.015,0.0038,,158,24964,296,
intersect_word,3state1ap0acc_006538×3state1ap0acc_090856,0.011,0.0057,,133,17689,309,
intersect_word,3state1ap0acc_006570×3state1ap0acc_021930,0.0065,0.0045,,53,2809,134,
intersect_word,3state1ap0acc_006660×3state1ap0acc_029772_c,0.0089,0.0067,,64,4096,205,
intersect_word,3state1ap0acc_006660×3state1ap0acc_081032,0.009,0.0037,,84,7056,344,
intersect_word,3state1ap0acc_006662×3state1ap0acc_013337_c,0.0141,0.0067,,162,26244,147,
intersect_word,3state1ap0acc_006668×3state1ap0acc_079445,0.0093,0.0038,,89,7921,164,
intersect_word,3state1ap0acc_006670_c×3state1ap0acc_080014_c,0.0142,0.0053,,141,19881,292,
intersect_word,3state1ap0acc_006670×3state1ap0acc_106912,0.0158,0.008,,201,40401,424,
intersect_word,3state1ap0acc_006680_c×3state1ap0acc_027196,0.0065,0.0039,,69,4761,147,
intersect_word,3state1ap0acc_006680_c×3state1ap0acc_029704,0.0069,0.0034,,51,2601,82,
intersect_word,3state1ap0acc_006680_c×3state1ap0acc_030920,0.01,0.0027,,120,14400,322,
intersect_word,3state1ap0acc_006680×3state1ap0acc_030292,0.0083,0.0065,,93,8649,214,
intersect_word,3state1ap0acc_006684_c×3state1ap0acc_030857,0.0157,0.0078,,213,45369,365,
intersect_word,3state1ap0acc_006684_c×3state1ap0acc_071958,0.011,0.0043,,142,20164,217,
intersect_word,3state1ap0acc_006812_c×3state1ap0acc_025253,0.0035,0.0029,,12,144,64,
intersect_word,3state1ap0acc_006820_c×3state1ap0acc_030028,0.0049,0.0039,,34,1156,182,
intersect_word,3state1ap0acc_006820×3state1ap0acc_073832_c,0.0078,0.0074,,78,6084,134,
intersect_word,3state1ap0acc_007176×3state1ap0acc_013401_c,0.0064,0.005,,42,1764,59,
intersect_word,3state1ap0acc_007176×3state1ap0acc_090722_c,0.0099,0.0059,,84,7056,166,
intersect_word,3state1ap0acc_007178×3state1ap0acc_024752_c,0.0102,0.0072,,78,6084,89,
intersect_word,3state1ap0acc_007182_c×3state1ap0acc_074372,0.0081,0.0035,,69,4761,126,
intersect_word,3state1ap0acc_007188×3state1ap0acc_110756_c,0.6031,0.0033,,66,4356,188,
intersect_word,3state1ap0acc_007190×3state1ap0acc_074825_c,0.0148,0.0059,,195,38025,506,
intersect_word,3state1ap0acc_007190×3state1ap0acc_096408,0.0182,0.0116,,260,67600,530,
intersect_word,3state1ap0acc_007192_c×3state1ap0acc_092184_c,0.0127,0.0038,,144,20736,305,
intersect_word,3state1ap0acc_007192×3state1ap0acc_113284_c,0.0063,0.0063,,36,1296,64,
intersect_word,3state1ap0acc_007196×3state1ap0acc_071302,0.0762,0.01,,1023,1046529,1122,
intersect_word,3state1ap0acc_007198_c×3state1ap0acc_076072,0.0303,0.0093,,435,189225,394,
intersect_word,3state1ap0acc_007198×3state1ap0acc_024948,0.0223,0.003,,320,102400,453,
intersect_word,3state1ap0acc_007206_c×3state1ap0acc_021928_c,0.0096,0.0019,,115,13225,244,
intersect_word,3state1ap0acc_007206_c×3state1ap0acc_092686_c,0.0114,0.0059,,92,8464,243,
intersect_word,3state1ap0acc_007300×3state1ap0acc_030120_c,0.0061,0.0088,,37,1369,64,
intersect_word,3state1ap0acc_007304×3state1ap0acc_080408_c,0.0103,0.0097,,110,12100,220,
intersect_word,3state1ap0acc_007308×3state1ap0acc_075844_c,0.007,0.0069,,74,5476,142,
intersect_word,3state1ap0acc_007308×3state1ap0acc_092184,0.0142,0.0031,,187,34969,353,
intersect_word,3state1ap0acc_007324_c×3state1ap0acc_013356,0.0115,0.0031,,145,21025,294,
intersect_word,3state1ap0acc_007336×3state1ap0acc_078356,0.0072,0.0078,,64,4096,82,
intersect_word,3state1ap0acc_007336×3state1ap0acc_080009_c,0.0127,0.0067,,158,24964,369,
intersect_word,3state1ap0acc_007348_c×3state1ap0acc_024696,0.0167,0.0055,,213,45369,286,
intersect_word,3state1ap0acc_007433_c×3state1ap0acc_024940,0.0139,0.0067,,176,30976,332,
intersect_word,3state1ap0acc_007433_c×3state1ap0acc_091214_c,0.0115,0.0066,,135,18225,301,
intersect_word,3state1ap0acc_007434_c×3state1ap0acc_012616,0.0052,0.0053,,26,676,49,
intersect_word,3state1ap0acc_007434_c×3state1ap0acc_029016,0.0058,0.0056,,53,2809,120,
intersect_word,3state1ap0acc_007436×3state1ap0acc_075942_c,0.0251,0.0092,,324,104976,416,
intersect_word,3state1ap0acc_007437×3state1ap0acc_025716,0.0188,0.0114,,261,68121,471,
intersect_word,3state1ap0acc_007450_c×3state1ap0acc_024952,0.0141,0.0043,,178,31684,345,
intersect_word,3state1ap0acc_007450_c×3state1ap0acc_025232,0.0081,0.0074,,78,6084,177,
intersect_word,3state1ap0acc_007450×3state1ap0acc_073862,0.0059,0.0021,,55,3025,125,
intersect_word,3state1ap0acc_007462_c×3state1ap0acc_076420,0.0109,0.004,,128,16384,308,
intersect_word,3state1ap0acc_007462_c×3state1ap0acc_106633_c,0.0139,0.0072,,172,29584,236,
intersect_word,3state1ap0acc_007462×3state1ap0acc_024707,0.0092,0.0029,,71,5041,220,
intersect_word,3state1ap0acc_007462×3state1ap0acc_071710_c,0.0203,0.0098,,157,24649,315,
intersect_word,3state1ap0acc_007560_c×3state1ap0acc_080024,0.0183,0.0049,,222,49284,379,
intersect_word,3state1ap0acc_007560_c×3state1ap0acc_092297,0.0121,0.005,,153,23409,158,
intersect_word,3state1ap0acc_007684×3state1ap0acc_079886_c,0.0109,0.0079,,86,7396,191,
intersect_word,3state1ap0acc_007686_c×3state1ap0acc_074084,0.0247,0.0047,,336,112896,233,
intersect_word,3state1ap0acc_007692×3state1ap0acc_079400,0.0359,0.0126,,496,246016,360,
intersect_word,3state1ap0acc_007693×3state1ap0acc_029352,0.008,0.0068,,89,7921,206,
intersect_word,3state1ap0acc_007708_c×3state1ap0acc_073869,0.0098,0.0065,,110,12100,347,
intersect_word,3state1ap0acc_007708_c×3state1ap0acc_090796,0.0153,0.0057,,193,37249,461,
intersect_word,3state1ap0acc_007708×3state1ap0acc_111008_c,0.0155,0.0084,,162,26244,397,
intersect_word,3state1ap0acc_007820_c×3state1ap0acc_021922,0.0114,0.0095,,131,17161,196,
intersect_word,3state1ap0acc_007836×3state1ap0acc_024708_c,0.0053,0.0043,,43,1849,131,
intersect_word,3state1ap0acc_008280_c×3state1ap0acc_024881,0.0044,0.0037,,35,1225,44,
intersect_word,3state1ap0acc_008280×3state1ap0acc_029004_c,0.0077,0.0071,,40,1600,68,
intersect_word,3state1ap0acc_012361×3state1ap0acc_070296,0.0107,0.0059,,36,1296,64,
intersect_word,3state1ap0acc_012364_c×3state1ap0acc_073816,0.0055,0.0061,,39,1521,63,
intersect_word,3state1ap0acc_012366_c×3state1ap0acc_075786_c,0.0053,0.0051,,37,1369,72,
intersect_word,3state1ap0acc_012366×3state1ap0acc_071768,0.0052,0.0034,,45,2025,129,
intersect_word,3state1ap0acc_012552×3state1ap0acc_096392_c,0.0094,0.0052,,16,256,41,
intersect_word,3state1ap0acc_012556×3state1ap0acc_012580_c,0.0135,0.0051,,23,529,24,
intersect_word,3state1ap0acc_012568_c×3state1ap0acc_021112,0.0071,0.0042,,81,6561,135,
intersect_word,3state1ap0acc_012568_c×3state1ap0acc_031249_c,0.0075,0.006,,42,1764,63,
intersect_word,3state1ap0acc_012568×3state1ap0acc_015428,3.25,0.0072,,164,26896,750,
intersect_word,3state1ap0acc_012580_c×3state1ap0acc_113156,0.0073,0.0059,,70,4900,123,
intersect_word,3state1ap0acc_012580×3state1ap0acc_080008,0.0078,0.0055,,80,6400,132,
intersect_word,3state1ap0acc_012584_c×3state1ap0acc_080398,0.0054,0.0077,,47,2209,81,
intersect_word,3state1ap0acc_012584×3state1ap0acc_024672_c,0.0056,0.0033,,32,1024,43,
intersect_word,3state1ap0acc_012586×3state1ap0acc_072334,0.004,0.0038,,27,729,51,
intersect_word,3state1ap0acc_012622×3state1ap0acc_029380,0.0033,0.0051,,16,256,41,
intersect_word,3state1ap0acc_012622×3state1ap0acc_110756_c,0.0066,0.0034,,35,1225,104,
intersect_word,3state1ap0acc_012648_c×3state1ap0acc_025712_c,0.0208,0.0052,,265,70225,521,
intersect_word,3state1ap0acc_012648×3state1ap0acc_073802,0.0057,0.0037,,49,2401,86,
intersect_word,3state1ap0acc_012652_c×3state1ap0acc_024716,0.0064,0.0055,,54,2916,157,
intersect_word,3state1ap0acc_012652_c×3state1ap0acc_078532,0.0067,0.0046,,60,3600,161,
intersect_word,3state1ap0acc_012652×3state1ap0acc_080012_c,0.0121,0.0105,,87,7569,223,
intersect_word,3state1ap0acc_012680_c×3state1ap0acc_026192_c,0.0095,0.0027,,110,12100,198,
intersect_word,3state1ap0acc_012714×3state1ap0acc_027165_c,0.0062,0.0051,,59,3481,156,
intersect_word,3state1ap0acc_012744×3state1ap0acc_025360,0.0033,0.0052,,19,361,35,
intersect_word,3state1ap0acc_013317_c×3state1ap0acc_030025,0.0058,0.0031,,51,2601,154,
intersect_word,3state1ap0acc_013320×3state1ap0acc_074824_c,0.0082,0.0049,,71,5041,69,
intersect_word,3state1ap0acc_013321_c×3state1ap0acc_079908_c,0.0115,0.0077,,72,5184,135,
intersect_word,3state1ap0acc_013322×3state1ap0acc_025650,0.0081,0.0054,,89,7921,138,
intersect_word,3state1ap0acc_013324_c×3state1ap0acc_074860,0.0234,0.008,,308,94864,216,
intersect_word,3state1ap0acc_013324×3state1ap0acc_020904,0.0113,0.0071,,145,21025,148,
intersect_word,3state1ap0acc_013325×3state1ap0acc_021105_c,0.0192,0.0031,,262,68644,458,
intersect_word,3state1ap0acc_013326×3state1ap0acc_075912,0.0295,0.0108,,410,168100,449,
intersect_word,3state1ap0acc_013337_c×3state1ap0acc_030029_c,0.0133,0.008,,107,11449,164,
intersect_word,3state1ap0acc_013337_c×3state1ap0acc_074372,0.0113,0.01,,67,4489,136,
intersect_word,3state1ap0acc_013337×3state1ap0acc_070360_c,0.0134,0.003,,156,24336,212,
intersect_word,3state1ap0acc_013348×3state1ap0acc_025058_c,0.0141,0.0036,,165,27225,144,
intersect_word,3state1ap0acc_013356×3state1ap0acc_029800,0.0084,0.0032,,92,8464,119,
intersect_word,3state1ap0acc_013358_c×3state1ap0acc_026705,0.0119,0.006,,147,21609,260,
intersect_word,3state1ap0acc_013358×3state1ap0acc_074092_c,0.0126,0.0087,,143,20449,273,
intersect_word,3state1ap0acc_013384_c×3state1ap0acc_078374_c,0.005,0.0038,,31,961,61,
intersect_word,3state1ap0acc_013384×3state1ap0acc_024752,0.0057,0.0078,,43,1849,98,
intersect_word,3state1ap0acc_013385_c×3state1ap0acc_024738_c,0.0078,0.0069,,45,2025,104,
intersect_word,3state1ap0acc_013388×3state1ap0acc_024684_c,0.0189,0.0046,,245,60025,324,
intersect_word,3state1ap0acc_013388×3state1ap0acc_024720,0.0072,0.0041,,66,4356,269,
intersect_word,3state1ap0acc_013389×3state1ap0acc_031241,0.0105,0.0044,,134,17956,263,
intersect_word,3state1ap0acc_013401_c×3state1ap0acc_024673,0.0068,0.0063,,67,4489,114,
intersect_word,3state1ap0acc_013401_c×3state1ap0acc_031256,0.0078,0.0081,,81,6561,281,
intersect_word,3state1ap0acc_013412_c×3state1ap0acc_029976_c,0.0531,0.0084,,708,501264,732,
intersect_word,3state1ap0acc_013412_c×3state1ap0acc_079910_c,0.0162,0.0065,,189,35721,511,
intersect_word,3state1ap0acc_013448_c×3state1ap0acc_076313_c,0.0158,0.0043,,177,31329,431,
intersect_word,3state1ap0acc_013577_c×3state1ap0acc_025957,0.0202,0.0065,,296,87616,446,
intersect_word,3state1ap0acc_013577×3state1ap0acc_013612,0.012,0.0048,,157,24649,364,
intersect_word,3state1ap0acc_013577×3state1ap0acc_025882_c,0.0159,0.0064,,177,31329,355,
intersect_word,3state1ap0acc_013592_c×3state1ap0acc_025120_c,0.0078,0.0039,,77,5929,327,
intersect_word,3state1ap0acc_013592×3state1ap0acc_074020_c,0.014,0.0077,,177,31329,343,
intersect_word,3state1ap0acc_013606_c×3state1ap0acc_031010,0.0131,0.0091,,162,26244,380,
intersect_word,3state1ap0acc_013606×3state1ap0acc_026684,0.0185,0.0078,,262,68644,464,
intersect_word,3state1ap0acc_013612_c×3state1ap0acc_071710_c,0.0085,0.0052,,86,7396,228,
intersect_word,3state1ap0acc_013614_c×3state1ap0acc_079428,0.0118,0.0041,,129,16641,322,
intersect_word,3state1ap0acc_013614×3state1ap0acc_076316_c,0.0131,0.0088,,126,15876,359,
intersect_word,3state1ap0acc_013640×3state1ap0acc_075910,0.0079,0.0054,,74,5476,143,
intersect_word,3state1ap0acc_013644×3state1ap0acc_073996,0.3396,0.0062,,45,2025,142,
intersect_word,3state1ap0acc_013645_c×3state1ap0acc_079876_c,0.0083,0.0037,,91,8281,160,
intersect_word,3state1ap0acc_013645×3state1ap0acc_024928_c,0.0075,0.0044,,73,5329,151,
intersect_word,3state1ap0acc_013676_c×3state1ap0acc_020728_c,0.0062,0.0036,,49,2401,191,
intersect_word,3state1ap0acc_013676_c×3state1ap0acc_076316,0.0087,0.0106,,91,8281,337,
intersect_word,3state1ap0acc_013676×3state1ap0acc_078088_c,0.0034,0.0042,,21,441,65,
intersect_word,3state1ap0acc_013829_c×3state1ap0acc_029800,0.0105,0.0035,,129,16641,456,
intersect_word,3state1ap0acc_013844_c×3state1ap0acc_076042_c,0.0548,0.0042,,760,577600,717,
intersect_word,3state1ap0acc_013845_c×3state1ap0acc_025632_c,0.0099,0.0028,,113,12769,232,
intersect_word,3state1ap0acc_013845_c×3state1ap0acc_074436_c,0.0087,0.0054,,97,9409,227,
intersect_word,3state1ap0acc_013845×3state1ap0acc_030088,0.0132,0.0105,,171,29241,286,
intersect_word,3state1ap0acc_013864_c×3state1ap0acc_026800_c,0.0206,0.0067,,234,54756,485,
intersect_word,3state1ap0acc_013864×3state1ap0acc_071822_c,0.0103,0.0035,,128,16384,383,
intersect_word,3state1ap0acc_013892_c×3state1ap0acc_074377_c,0.0162,0.0075,,216,46656,660,
intersect_word,3state1ap0acc_013892×3state1ap0acc_079880_c,0.0152,0.0058,,192,36864,605,
intersect_word,3state1ap0acc_013893×3state1ap0acc_075797_c,0.0134,0.0046,,175,30625,388,
intersect_word,3state1ap0acc_013908×3state1ap0acc_025708_c,0.0109,0.0042,,122,14884,283,
intersect_word,3state1ap0acc_013908×3state1ap0acc_096456,0.0125,0.0073,,168,28224,353,
intersect_word,3state1ap0acc_015364_c×3state1ap0acc_024728_c,0.0089,0.0051,,69,4761,95,
intersect_word,3state1ap0acc_015364_c×3state1ap0acc_024802_c,0.0074,0.0044,,75,5625,120,
intersect_word,3state1ap0acc_015432×3state1ap0acc_025712_c,0.054,0.008,,704,495616,740,
intersect_word,3state1ap0acc_015432×3state1ap0acc_075910_c,0.0172,0.0049,,222,49284,363,
intersect_word,3state1ap0acc_015624_c×3state1ap0acc_075789,0.0095,0.007,,103,10609,174,
intersect_word,3state1ap0acc_015688×3state1ap0acc_024709_c,0.0059,0.0052,,51,2601,102,
intersect_word,3state1ap0acc_020568×3state1ap0acc_074852_c,0.0138,0.0088,,161,25921,354,
intersect_word,3state1ap0acc_020617×3state1ap0acc_106636_c,0.0064,0.005,,37,1369,52,
intersect_word,3state1ap0acc_020636×3state1ap0acc_026808,0.01,0.0039,,110,12100,193,
intersect_word,3state1ap0acc_020712×3state1ap0acc_025157_c,0.0076,0.0062,,73,5329,158,
intersect_word,3state1ap0acc_020728×3state1ap0acc_079365,0.0238,0.0066,,325,105625,506,
intersect_word,3state1ap0acc_020874_c×3state1ap0acc_025908_c,0.0062,0.0029,,49,2401,128,
intersect_word,3state1ap0acc_020888_c×3state1ap0acc_086625_c,0.0201,0.0077,,270,72900,409,
intersect_word,3state1ap0acc_020888×3state1ap0acc_074830,0.0099,0.0071,,109,11881,387,
intersect_word,3state1ap0acc_020896×3state1ap0acc_028809_c,0.0079,0.0102,,59,3481,85,
intersect_word,3state1ap0acc_020898_c×3state1ap0acc_071772_c,0.0134,0.0019,,171,29241,314,
intersect_word,3state1ap0acc_020904×3state1ap0acc_021676_c,1.9542,0.0055,,121,14641,257,
intersect_word,3state1ap0acc_020912_c×3state1ap0acc_070276,0.0298,0.0093,,105,11025,346,
intersect_word,3state1ap0acc_020912×3state1ap0acc_069772_c,0.0099,0.0061,,109,11881,354,
intersect_word,3state1ap0acc_020912×3state1ap0acc_075814_c,0.0239,0.0055,,325,105625,571,
intersect_word,3state1ap0acc_020914_c×3state1ap0acc_075805_c,0.0156,0.0056,,173,29929,175,
intersect_word,3state1ap0acc_020920_c×3state1ap0acc_029988_c,0.0138,0.0044,,172,29584,394,
intersect_word,3state1ap0acc_021025_c×3state1ap0acc_076040,0.0063,0.0034,,62,3844,89,
intersect_word,3state1ap0acc_021072_c×3state1ap0acc_071814,0.0109,0.0062,,118,13924,268,
intersect_word,3state1ap0acc_021080_c×3state1ap0acc_092680,0.004,0.002,,23,529,82,
intersect_word,3state1ap0acc_021080×3state1ap0acc_026673_c,0.0127,0.0087,,71,5041,136,
intersect_word,3state1ap0acc_021080×3state1ap0acc_031256_c,0.0098,0.0104,,70,4900,301,
intersect_word,3state1ap0acc_021080×3state1ap0acc_074372_c,0.0066,0.0082,,37,1369,105,
intersect_word,3state1ap0acc_021089×3state1ap0acc_031048,0.0059,0.0048,,47,2209,112,
intersect_word,3state1ap0acc_021092_c×3state1ap0acc_025105,0.0078,0.0049,,72,5184,269,
intersect_word,3state1ap0acc_021096_c×3state1ap0acc_031010_c,0.0095,0.0074,,52,2704,166,
intersect_word,3state1ap0acc_021096×3state1ap0acc_026132_c,0.0139,0.0074,,149,22201,297,
intersect_word,3state1ap0acc_021104×3state1ap0acc_030729,0.0339,0.007,,477,227529,515,
intersect_word,3state1ap0acc_021105×3state1ap0acc_070284_c,0.0089,0.0051,,90,8100,190,
intersect_word,3state1ap0acc_021108_c×3state1ap0acc_029321,0.0086,0.006,,98,9604,264,
intersect_word,3state1ap0acc_021112×3state1ap0acc_074756_c,0.0059,0.0061,,47,2209,140,
intersect_word,3state1ap0acc_021145×3state1ap0acc_025704,0.0048,0.0063,,41,1681,110,
intersect_word,3state1ap0acc_021208_c×3state1ap0acc_031249_c,0.0107,0.0028,,134,17956,392,
intersect_word,3state1ap0acc_021208_c×3state1ap0acc_074472,0.024,0.0096,,344,118336,593,
intersect_word,3state1ap0acc_021542×3state1ap0acc_070024,0.6864,0.0028,,63,3969,91,
intersect_word,3state1ap0acc_021657_c×3state1ap0acc_090312,0.0091,0.003,,109,11881,354,
intersect_word,3state1ap0acc_021660×3state1ap0acc_080393_c,0.02,0.0049,,259,67081,499,
intersect_word,3state1ap0acc_021736×3state1ap0acc_081412,0.0077,0.0064,,68,4624,185,
intersect_word,3state1ap0acc_021778×3state1ap0acc_072326_c,0.0063,0.0069,,38,1444,147,
intersect_word,3state1ap0acc_021936×3state1ap0acc_074249_c,0.0089,0.0066,,94,8836,270,
intersect_word,3state1ap0acc_021938_c×3state1ap0acc_074396,0.0072,0.0104,,72,5184,176,
intersect_word,3state1ap0acc_022049×3state1ap0acc_075268,0.0139,0.0076,,190,36100,392,
