op,case,calc_ms,spot_ms,spot2_ms,nodes,cells,linked,note
align,2state1ap2acc_parity_1163469064_c×3state1ap0acc_006409_c,0.053,,,50,2500,74,cold
align,2state1ap2acc_parity_1163469064×3state1ap0acc_013348_c,0.1021,,,102,10404,107,cold
align,2state1ap2acc_parity_1163469064×3state1ap0acc_077380,0.0575,,,50,2500,178,cold
align,2state1ap2acc_parity_1164845312×3state1ap0acc_029804_c,0.0621,,,57,3249,136,cold
align,2state1ap2acc_parity_1164845312×3state1ap0acc_076804_c,0.0474,,,44,1936,95,cold
align,2state1ap2acc_parity_1172351492_c×3state1ap0acc_024722_c,0.0469,,,29,841,43,cold
align,2state1ap2acc_parity_1172351492_c×3state1ap0acc_078356_c,0.056,,,48,2304,48,cold
align,2state1ap2acc_parity_1296386980×3state1ap0acc_021208,0.0961,,,100,10000,388,cold
align,2state1ap2acc_parity_1297172901×3state1ap0acc_007438_c,0.0798,,,83,6889,187,cold
align,2state1ap2acc_parity_1313194541_c×3state1ap0acc_028868,0.0237,,,15,225,25,cold
align,2state1ap2acc_parity_1345235106_c×3state1ap0acc_073836,0.0741,,,80,6400,87,cold
align,2state1ap2acc_parity_1363576902×3state1ap0acc_021936,0.0945,,,87,7569,287,cold
align,2state1ap2acc_parity_1367673344×3state1ap0acc_071302,0.0937,,,88,7744,403,cold
align,2state1ap2acc_parity_1369442440_c×3state1ap0acc_071946_c,0.0323,,,26,676,64,cold
align,2state1ap2acc_parity_1369442440_c×3state1ap0acc_090722_c,0.0734,,,65,4225,187,cold
align,2state1ap2acc_parity_1409747520_c×3state1ap0acc_029006_c,0.0269,,,21,441,34,cold
align,2state1ap2acc_parity_1409747520_c×3state1ap0acc_075850,0.0988,,,106,11236,127,cold
align,2state1ap2acc_parity_1409747520_c×3state1ap0acc_080524_c,0.0366,,,31,961,67,cold
align,2state1ap2acc_parity_1409747520×3state1ap0acc_075918_c,0.1,,,99,9801,169,cold
align,2state1ap2acc_parity_1411326464×3state1ap0acc_028809_c,0.0356,,,28,784,49,cold
align,2state1ap2acc_parity_1413805336_c×3state1ap0acc_021930_c,0.0252,,,19,361,41,cold
align,2state1ap2acc_parity_1413805336_c×3state1ap0acc_080398_c,0.0424,,,29,841,76,cold
align,2state1ap2acc_parity_1413805336×3state1ap0acc_004260,0.0328,,,27,729,47,cold
align,2state1ap2acc_parity_1413805336×3state1ap0acc_006168,0.0329,,,27,729,38,cold
align,2state1ap2acc_parity_1413805336×3state1ap0acc_020633,0.0523,,,52,2704,101,cold
align,2state1ap2acc_parity_1413805336×3state1ap0acc_075108,0.0944,,,94,8836,449,cold
align,2state1ap2acc_parity_1414038080×3state1ap0acc_006168,0.0527,,,39,1521,62,cold
align,2state1ap2acc_parity_1414038080×3state1ap0acc_092168,0.0717,,,74,5476,78,cold
align,2state1ap2acc_parity_1428488866_c×3state1ap0acc_025905,0.0381,,,34,1156,129,cold
align,2state1ap2acc_parity_1428488866×3state1ap0acc_092234,0.0303,,,24,576,75,cold
align,2state1ap2acc_parity_1431978117_c×3state1ap0acc_007433,0.0827,,,84,7056,274,cold
align,2state1ap2acc_parity_2183419904×3state1ap0acc_027184_c,0.0636,,,57,3249,241,cold
align,2state1ap2acc_parity_2183419904×3state1ap0acc_061512_c,0.0336,,,25,625,50,cold
align,2state1ap2acc_parity_2183419904×3state1ap0acc_078504_c,0.0375,,,33,1089,66,cold
align,2state1ap2acc_parity_2195145216_c×3state1ap0acc_078476,0.047,,,43,1849,82,cold
align,2state1ap2acc_parity_2282241724×3state1ap0acc_080390,0.0483,,,31,961,108,cold
align,2state1ap2acc_parity_2290440257_c×3state1ap0acc_013316,0.0357,,,24,576,37,cold
align,2state1ap2acc_parity_2290440257×3state1ap0acc_025708,0.025,,,20,400,43,cold
align,2state1ap2acc_parity_2296595968_c×3state1ap0acc_076293_c,0.0711,,,69,4761,58,cold
align,2state1ap2acc_parity_2296595968_c×3state1ap0acc_076808,0.057,,,50,2500,66,cold
align,2state1ap2acc_parity_2296595968×3state1ap0acc_078920,0.055,,,51,2601,53,cold
align,2state1ap2acc_parity_2340605713×3state1ap0acc_004772,0.0256,,,20,400,54,cold
align,2state1ap2acc_parity_2695495705_c×3state1ap0acc_076422,0.0427,,,34,1156,126,cold
align,2state1ap2acc_parity_2697937154_c×3state1ap0acc_077924,0.0402,,,37,1369,89,cold
align,2state1ap2acc_parity_2697937154×3state1ap0acc_031912,0.0685,,,64,4096,148,cold
align,2state1ap2acc_parity_2727298372_c×3state1ap0acc_076420,0.0665,,,65,4225,136,cold
align,2state1ap2acc_parity_2727298372×3state1ap0acc_004788_c,0.0254,,,20,400,69,cold
align,2state1ap2acc_parity_2751987743_c×3state1ap0acc_005134_c,0.0208,,,15,225,43,cold
align,2state1ap2acc_parity_2751987743_c×3state1ap0acc_080036_c,0.0188,,,12,144,37,cold
align,2state1ap2acc_parity_2823242831_c×3state1ap0acc_006440,0.0649,,,56,3136,131,cold
align,2state1ap2acc_parity_2823242831×3state1ap0acc_024912_c,0.0696,,,69,4761,143,cold
align,2state1ap2acc_parity_2823242831×3state1ap0acc_026644_c,0.0727,,,76,5776,157,cold
align,2state1ap2acc_parity_2856797194_c×3state1ap0acc_029205_c,0.0449,,,37,1369,40,cold
align,2state1ap2acc_parity_2856797194×3state1ap0acc_029705,0.0972,,,94,8836,279,cold
align,3state1ap0acc_004229_c×3state1ap0acc_004708,0.0558,,,40,1600,89,cold
align,3state1ap0acc_004230_c×3state1ap0acc_070796,0.1414,,,131,17161,474,cold
align,3state1ap0acc_004230×3state1ap0acc_025296,0.0807,,,82,6724,231,cold
align,3state1ap0acc_004230×3state1ap0acc_025704_c,0.0273,,,18,324,32,cold
align,3state1ap0acc_004236×3state1ap0acc_012744,0.0318,,,28,784,36,cold
align,3state1ap0acc_004237_c×3state1ap0acc_015364_c,0.0631,,,61,3721,81,cold
align,3state1ap0acc_004244_c×3state1ap0acc_025172_c,0.0944,,,94,8836,323,cold
align,3state1ap0acc_004248×3state1ap0acc_073928_c,0.0418,,,34,1156,62,cold
align,3state1ap0acc_004260_c×3state1ap0acc_070292_c,0.0506,,,46,2116,97,cold
align,3state1ap0acc_004260×3state1ap0acc_025137,0.0408,,,36,1296,41,cold
align,3state1ap0acc_004262×3state1ap0acc_029321_c,0.0728,,,76,5776,124,cold
align,3state1ap0acc_004264_c×3state1ap0acc_080906,0.0971,,,104,10816,173,cold
align,3state1ap0acc_004276×3state1ap0acc_024924,0.0622,,,61,3721,185,cold
align,3state1ap0acc_004280_c×3state1ap0acc_005156,0.0841,,,86,7396,63,cold
align,3state1ap0acc_004358_c×3state1ap0acc_091816,0.0593,,,61,3721,183,cold
align,3state1ap0acc_004358×3state1ap0acc_029732_c,0.1103,,,117,13689,447,cold
align,3state1ap0acc_004360_c×3state1ap0acc_061512,0.0257,,,17,289,14,cold
align,3state1ap0acc_004360×3state1ap0acc_075348_c,0.06,,,56,3136,226,cold
align,3state1ap0acc_004361×3state1ap0acc_075080_c,0.025,,,19,361,57,cold
align,3state1ap0acc_004362×3state1ap0acc_025112_c,0.0255,,,21,441,20,cold
align,3state1ap0acc_004362×3state1ap0acc_070260,0.0813,,,78,6084,246,cold
align,3state1ap0acc_004364_c×3state1ap0acc_022049_c,0.0625,,,63,3969,318,cold
align,3state1ap0acc_004364_c×3state1ap0acc_025637,0.0683,,,67,4489,255,cold
align,3state1ap0acc_004376_c×3state1ap0acc_029028,0.0372,,,33,1089,98,cold
align,3state1ap0acc_004388×3state1ap0acc_004646_c,0.0332,,,23,529,28,cold
align,3state1ap0acc_004390_c×3state1ap0acc_025253_c,0.0315,,,25,625,46,cold
align,3state1ap0acc_004390_c×3state1ap0acc_074788_c,0.0535,,,50,2500,82,cold
align,3state1ap0acc_004392×3state1ap0acc_079878_c,0.044,,,39,1521,154,cold
align,3state1ap0acc_004394×3state1ap0acc_029253,0.0562,,,43,1849,69,cold
align,3state1ap0acc_004424×3state1ap0acc_012550_c,0.0277,,,18,324,29,cold
align,3state1ap0acc_004522×3state1ap0acc_073830_c,0.1231,,,134,17956,159,cold
align,3state1ap0acc_004568_c×3state1ap0acc_030029_c,0.0733,,,74,5476,128,cold
align,3state1ap0acc_004568×3state1ap0acc_025257,0.174,,,197,38809,383,cold
align,3state1ap0acc_004613_c×3state1ap0acc_006662_c,0.0305,,,26,676,57,cold
align,3state1ap0acc_004613×3state1ap0acc_012622_c,0.0224,,,15,225,32,cold
align,3state1ap0acc_004628×3state1ap0acc_075780,0.0407,,,30,900,43,cold
align,3state1ap0acc_004630_c×3state1ap0acc_074245_c,0.0286,,,22,484,30,cold
align,3state1ap0acc_004632_c×3state1ap0acc_025624,0.0381,,,23,529,38,cold
align,3state1ap0acc_004644×3state1ap0acc_006152_c,0.0354,,,29,841,24,cold
align,3state1ap0acc_004645×3state1ap0acc_025633,0.0952,,,90,8100,78,cold
align,3state1ap0acc_004646_c×3state1ap0acc_029700_c,0.0507,,,47,2209,126,cold
align,3state1ap0acc_004646×3state1ap0acc_005670_c,0.0472,,,42,1764,104,cold
align,3state1ap0acc_004648×3state1ap0acc_029784,0.0419,,,35,1225,128,cold
align,3state1ap0acc_004648×3state1ap0acc_092696,0.0262,,,18,324,63,cold
align,3state1ap0acc_004649_c×3state1ap0acc_024752_c,0.0429,,,35,1225,66,cold
align,3state1ap0acc_004649×3state1ap0acc_024674_c,0.0417,,,32,1024,45,cold
align,3state1ap0acc_004652_c×3state1ap0acc_080389_c,0.0567,,,49,2401,116,cold
align,3state1ap0acc_004660_c×3state1ap0acc_005686,0.0727,,,77,5929,91,cold
align,3state1ap0acc_004664_c×3state1ap0acc_005774,0.0316,,,22,484,36,cold
align,3state1ap0acc_004664×3state1ap0acc_075918_c,0.0944,,,103,10609,172,cold
align,3state1ap0acc_004668×3state1ap0acc_028813,0.0257,,,21,441,33,cold
align,3state1ap0acc_004676_c×3state1ap0acc_007336_c,0.0547,,,48,2304,74,cold
align,3state1ap0acc_004677_c×3state1ap0acc_007304,0.0557,,,48,2304,59,cold
align,3state1ap0acc_004708×3state1ap0acc_024673_c,0.0893,,,94,8836,136,cold
align,3state1ap0acc_004709_c×3state1ap0acc_025091,0.0322,,,25,625,64,cold
align,3state1ap0acc_004709×3state1ap0acc_061698_c,0.036,,,26,676,63,cold
align,3state1ap0acc_004741×3state1ap0acc_025172_c,0.0811,,,79,6241,310,cold
align,3state1ap0acc_004745×3state1ap0acc_086624_c,0.0562,,,54,2916,126,cold
align,3state1ap0acc_004748×3state1ap0acc_013401,0.0355,,,29,841,83,cold
align,3state1ap0acc_004760×3state1ap0acc_005284,0.1272,,,137,18769,117,cold
align,3state1ap0acc_004773×3state1ap0acc_027185,0.0236,,,18,324,83,cold
align,3state1ap0acc_004776_c×3state1ap0acc_005294_c,0.0976,,,96,9216,142,cold
align,3state1ap0acc_004776×3state1ap0acc_006808_c,0.0449,,,43,1849,114,cold
align,3state1ap0acc_004776×3state1ap0acc_024944,0.2115,,,230,52900,522,cold
align,3state1ap0acc_004776×3state1ap0acc_080072_c,0.0924,,,87,7569,295,cold
align,3state1ap0acc_004788×3state1ap0acc_021542_c,0.078,,,78,6084,96,cold
align,3state1ap0acc_004804_c×3state1ap0acc_006152_c,0.0238,,,17,289,27,cold
align,3state1ap0acc_004804_c×3state1ap0acc_006684_c,0.0397,,,27,729,82,cold
align,3state1ap0acc_004804×3state1ap0acc_005402,0.0266,,,19,361,72,cold
align,3state1ap0acc_005128_c×3state1ap0acc_090768,0.0444,,,38,1444,69,cold
align,3state1ap0acc_005156×3state1ap0acc_006470,0.0834,,,81,6561,266,cold
align,3state1ap0acc_005158_c×3state1ap0acc_029734,0.1129,,,124,15376,346,cold
align,3state1ap0acc_005160_c×3state1ap0acc_073862_c,0.0312,,,26,676,36,cold
align,3state1ap0acc_005160×3state1ap0acc_096393_c,0.0607,,,58,3364,130,cold
align,3state1ap0acc_005164_c×3state1ap0acc_080393_c,0.1007,,,110,12100,215,cold
align,3state1ap0acc_005252×3state1ap0acc_106912_c,0.1358,,,155,24025,210,cold
align,3state1ap0acc_005257_c×3state1ap0acc_074852_c,0.1756,,,191,36481,361,cold
align,3state1ap0acc_005257×3state1ap0acc_024948,0.2012,,,222,49284,311,cold
align,3state1ap0acc_005260_c×3state1ap0acc_021224,0.2526,,,280,78400,216,cold
align,3state1ap0acc_005262_c×3state1ap0acc_090692,0.3074,,,334,111556,251,cold
align,3state1ap0acc_005262×3state1ap0acc_074765,0.1848,,,194,37636,458,cold
align,3state1ap0acc_005268_c×3state1ap0acc_005530_c,0.1238,,,129,16641,187,cold
align,3state1ap0acc_005268_c×3state1ap0acc_021224_c,0.0655,,,63,3969,230,cold
align,3state1ap0acc_005284_c×3state1ap0acc_005732_c,0.2045,,,230,52900,234,cold
align,3state1ap0acc_005284_c×3state1ap0acc_006185_c,0.0789,,,79,6241,90,cold
align,3state1ap0acc_005286_c×3state1ap0acc_021224,0.2945,,,302,91204,399,cold
align,3state1ap0acc_005292×3state1ap0acc_024928,0.1339,,,136,18496,139,cold
align,3state1ap0acc_005294×3state1ap0acc_007320,0.1481,,,160,25600,152,cold
align,3state1ap0acc_005300×3state1ap0acc_029090_c,0.1821,,,193,37249,453,cold
align,3state1ap0acc_005382_c×3state1ap0acc_005654,0.0675,,,66,4356,275,cold
align,3state1ap0acc_005384_c×3state1ap0acc_024705,0.0264,,,19,361,30,cold
align,3state1ap0acc_005386_c×3state1ap0acc_024920,0.1085,,,110,12100,208,cold
align,3state1ap0acc_005388×3state1ap0acc_025091_c,0.0299,,,25,625,81,cold
align,3state1ap0acc_005390_c×3state1ap0acc_061858,0.072,,,72,5184,164,cold
align,3state1ap0acc_005400_c×3state1ap0acc_025889_c,0.0585,,,63,3969,199,cold
align,3state1ap0acc_005404_c×3state1ap0acc_007450,0.0756,,,73,5329,156,cold
align,3state1ap0acc_005412×3state1ap0acc_025112_c,0.0476,,,43,1849,115,cold
align,3state1ap0acc_005412×3state1ap0acc_077381,0.065,,,56,3136,170,cold
align,3state1ap0acc_005414_c×3state1ap0acc_012554_c,0.0436,,,37,1369,112,cold
align,3state1ap0acc_005414×3state1ap0acc_025882_c,0.0658,,,68,4624,218,cold
align,3state1ap0acc_005420_c×3state1ap0acc_075781_c,0.0625,,,60,3600,105,cold
align,3state1ap0acc_005512_c×3state1ap0acc_096408_c,0.1181,,,126,15876,184,cold
align,3state1ap0acc_005512×3state1ap0acc_079428,0.151,,,154,23716,291,cold
align,3state1ap0acc_005514×3state1ap0acc_007320_c,0.1219,,,126,15876,162,cold
align,3state1ap0acc_005514×3state1ap0acc_079944_c,0.2005,,,219,47961,309,cold
align,3state1ap0acc_005528_c×3state1ap0acc_005700,0.1123,,,120,14400,329,cold
align,3state1ap0acc_005528×3state1ap0acc_027157,0.1395,,,143,20449,289,cold
align,3state1ap0acc_005530×3state1ap0acc_031248_c,0.1233,,,128,16384,120,cold
align,3state1ap0acc_005636_c×3state1ap0acc_029090_c,0.0694,,,69,4761,82,cold
align,3state1ap0acc_005636_c×3state1ap0acc_077900,0.0493,,,40,1600,59,cold
align,3state1ap0acc_005637_c×3state1ap0acc_006430,0.1217,,,131,17161,210,cold
align,3state1ap0acc_005637×3state1ap0acc_006456,0.0614,,,55,3025,130,cold
align,3state1ap0acc_005644_c×3state1ap0acc_024673,0.1098,,,116,13456,106,cold
align,3state1ap0acc_005652_c×3state1ap0acc_006470,0.1379,,,136,18496,423,cold
align,3state1ap0acc_005652_c×3state1ap0acc_080036,0.0971,,,97,9409,215,cold
align,3state1ap0acc_005652×3state1ap0acc_025968,0.0957,,,95,9025,458,cold
align,3state1ap0acc_005652×3state1ap0acc_030112,0.0881,,,90,8100,283,cold
align,3state1ap0acc_005654×3state1ap0acc_006156,0.1424,,,139,19321,197,cold
align,3state1ap0acc_005654×3state1ap0acc_090756,0.1361,,,129,16641,212,cold
align,3state1ap0acc_005669×3state1ap0acc_029205,0.068,,,61,3721,135,cold
align,3state1ap0acc_005669×3state1ap0acc_076074_c,0.1352,,,146,21316,231,cold
align,3state1ap0acc_005670_c×3state1ap0acc_070276,0.053,,,46,2116,102,cold
align,3state1ap0acc_005670×3state1ap0acc_030726_c,0.0851,,,89,7921,138,cold
align,3state1ap0acc_005673×3state1ap0acc_091213,0.0784,,,75,5625,155,cold
align,3state1ap0acc_005686_c×3state1ap0acc_029288,0.1087,,,112,12544,150,cold
align,3state1ap0acc_005732_c×3state1ap0acc_029189_c,0.0697,,,63,3969,177,cold
align,3state1ap0acc_005772_c×3state1ap0acc_021778,0.2828,,,314,98596,333,cold
align,3state1ap0acc_005774_c×3state1ap0acc_071880,0.0362,,,33,1089,83,cold
align,3state1ap0acc_005774×3state1ap0acc_015380,0.0558,,,58,3364,157,cold
align,3state1ap0acc_005780_c×3state1ap0acc_013864_c,0.2371,,,251,63001,434,cold
align,3state1ap0acc_005788×3state1ap0acc_069894,0.0937,,,93,8649,316,cold
align,3state1ap0acc_005796×3state1ap0acc_029864_c,0.0794,,,81,6561,119,cold
align,3state1ap0acc_005800×3state1ap0acc_106636,0.0659,,,62,3844,104,cold
align,3state1ap0acc_005812_c×3state1ap0acc_013337,0.117,,,116,13456,307,cold
align,3state1ap0acc_005812_c×3state1ap0acc_070296_c,0.0909,,,93,8649,261,cold
align,3state1ap0acc_005812×3state1ap0acc_013909_c,0.264,,,284,80656,372,cold
align,3state1ap0acc_005812×3state1ap0acc_080452_c,0.202,,,203,41209,320,cold
align,3state1ap0acc_005816_c×3state1ap0acc_007432_c,0.0976,,,92,8464,161,cold
align,3state1ap0acc_005816_c×3state1ap0acc_013326,0.293,,,307,94249,366,cold
align,3state1ap0acc_005860×3state1ap0acc_079428,0.1219,,,132,17424,319,cold
align,3state1ap0acc_006148×3state1ap0acc_025261,0.0243,,,20,400,38,cold
align,3state1ap0acc_006149×3state1ap0acc_021089,0.0577,,,50,2500,122,cold
align,3state1ap0acc_006149×3state1ap0acc_025701_c,0.0977,,,93,8649,347,cold
align,3state1ap0acc_006153×3state1ap0acc_007316,0.0402,,,33,1089,72,cold
align,3state1ap0acc_006154_c×3state1ap0acc_071308_c,0.0682,,,64,4096,215,cold
align,3state1ap0acc_006154×3state1ap0acc_006180_c,0.0338,,,30,900,46,cold
align,3state1ap0acc_006156_c×3state1ap0acc_029201,0.0502,,,46,2116,59,cold
align,3state1ap0acc_006156×3state1ap0acc_073994,0.0398,,,31,961,22,cold
align,3state1ap0acc_006164_c×3state1ap0acc_070212,0.0389,,,25,625,58,cold
align,3state1ap0acc_006166_c×3state1ap0acc_025648_c,0.0995,,,105,11025,87,cold
align,3state1ap0acc_006166_c×3state1ap0acc_029185,0.0353,,,28,784,57,cold
align,3state1ap0acc_006168_c×3state1ap0acc_074404,0.094,,,94,8836,319,cold
align,3state1ap0acc_006172_c×3state1ap0acc_006204,0.0474,,,39,1521,82,cold
align,3state1ap0acc_006172×3state1ap0acc_030860,0.0883,,,91,8281,275,cold
align,3state1ap0acc_006182×3state1ap0acc_024922,0.048,,,45,2025,103,cold
align,3state1ap0acc_006184_c×3state1ap0acc_073806_c,0.0433,,,40,1600,47,cold
align,3state1ap0acc_006185_c×3state1ap0acc_073880,0.0362,,,33,1089,55,cold
align,3state1ap0acc_006198×3state1ap0acc_025120,0.0313,,,25,625,62,cold
align,3state1ap0acc_006204_c×3state1ap0acc_091468_c,0.0761,,,74,5476,151,cold
align,3state1ap0acc_006204×3state1ap0acc_029864,0.045,,,42,1764,84,cold
align,3state1ap0acc_006276_c×3state1ap0acc_006788,0.0268,,,21,441,46,cold
align,3state1ap0acc_006284×3state1ap0acc_025834,0.0503,,,47,2209,79,cold
align,3state1ap0acc_006286_c×3state1ap0acc_025904_c,0.1869,,,204,41616,264,cold
align,3state1ap0acc_006286_c×3state1ap0acc_026257_c,0.1403,,,146,21316,279,cold
align,3state1ap0acc_006286×3state1ap0acc_092164,0.1012,,,103,10609,187,cold
align,3state1ap0acc_006292_c×3state1ap0acc_086232,0.1113,,,119,14161,302,cold
align,3state1ap0acc_006292×3state1ap0acc_075800,0.0552,,,51,2601,65,cold
align,3state1ap0acc_006296×3state1ap0acc_007470_c,0.0584,,,53,2809,116,cold
align,3state1ap0acc_006300×3state1ap0acc_024657,0.035,,,27,729,57,cold
align,3state1ap0acc_006310×3state1ap0acc_006413_c,0.0803,,,85,7225,265,cold
align,3state1ap0acc_006310×3state1ap0acc_030856,0.0438,,,36,1296,103,cold
align,3state1ap0acc_006324_c×3state1ap0acc_025618,0.0704,,,66,4356,219,cold
align,3state1ap0acc_006328×3state1ap0acc_024698_c,0.1503,,,155,24025,157,cold
align,3state1ap0acc_006328×3state1ap0acc_078118,0.0496,,,39,1521,90,cold
align,3state1ap0acc_006328×3state1ap0acc_112652_c,0.1885,,,209,43681,286,cold
align,3state1ap0acc_006406×3state1ap0acc_070244_c,0.1115,,,119,14161,376,cold
align,3state1ap0acc_006409_c×3state1ap0acc_007692_c,0.1897,,,214,45796,316,cold
align,3state1ap0acc_006409×3state1ap0acc_076868_c,0.2102,,,212,44944,315,cold
align,3state1ap0acc_006409×3state1ap0acc_092686,0.0578,,,54,2916,75,cold
align,3state1ap0acc_006412_c×3state1ap0acc_061858_c,0.1063,,,116,13456,164,cold
align,3state1ap0acc_006424×3state1ap0acc_092169,0.0947,,,100,10000,142,cold
align,3state1ap0acc_006426_c×3state1ap0acc_075781,0.0776,,,73,5329,86,cold
align,3state1ap0acc_006426×3state1ap0acc_025192,0.0615,,,60,3600,145,cold
align,3state1ap0acc_006426×3state1ap0acc_092360,0.225,,,232,53824,342,cold
align,3state1ap0acc_006428_c×3state1ap0acc_025649_c,0.1174,,,121,14641,326,cold
align,3state1ap0acc_006438_c×3state1ap0acc_096268,0.076,,,73,5329,137,cold
align,3state1ap0acc_006440×3state1ap0acc_075332,0.2892,,,305,93025,444,cold
align,3state1ap0acc_006442_c×3state1ap0acc_024770,0.0403,,,37,1369,102,cold
align,3state1ap0acc_006442×3state1ap0acc_091214,0.0919,,,86,7396,158,cold
align,3state1ap0acc_006456_c×3state1ap0acc_024906,0.057,,,53,2809,90,cold
align,3state1ap0acc_006470×3state1ap0acc_015688,0.1491,,,149,22201,321,cold
align,3state1ap0acc_006472_c×3state1ap0acc_012682_c,0.0604,,,58,3364,106,cold
align,3state1ap0acc_006472×3state1ap0acc_076074,0.0934,,,97,9409,173,cold
align,3state1ap0acc_006476_c×3state1ap0acc_021920_c,0.15,,,155,24025,178,cold
align,3state1ap0acc_006476_c×3state1ap0acc_029800_c,0.0747,,,74,5476,129,cold
align,3state1ap0acc_006478_c×3state1ap0acc_030088_c,0.072,,,75,5625,122,cold
align,3state1ap0acc_006478×3state1ap0acc_081032_c,0.0971,,,102,10404,364,cold
align,3state1ap0acc_006488_c×3state1ap0acc_007844,0.0738,,,69,4761,128,cold
align,3state1ap0acc_006538_c×3state1ap0acc_092166_c,0.147,,,158,24964,296,cold
align,3state1ap0acc_006538×3state1ap0acc_090856,0.1263,,,133,17689,309,cold
align,3state1ap0acc_006570×3state1ap0acc_021930,0.0554,,,53,2809,134,cold
align,3state1ap0acc_006660×3state1ap0acc_029772_c,0.0642,,,64,4096,205,cold
align,3state1ap0acc_006660×3state1ap0acc_081032,0.0792,,,84,7056,344,cold
align,3state1ap0acc_006662×3state1ap0acc_013337_c,0.1475,,,162,26244,147,cold
align,3state1ap0acc_006668×3state1ap0acc_079445,0.0826,,,89,7921,164,cold
align,3state1ap0acc_006670_c×3state1ap0acc_080014_c,0.1343,,,141,19881,292,cold
