case,kind,size,MQ,EQ
3state1ap0acc_027188_c,periodic,22,180,10
3state1ap0acc_027192,periodic,21,185,9
3state1ap0acc_027192_c,periodic,22,181,10
3state1ap0acc_027193,periodic,17,125,6
3state1ap0acc_027193_c,periodic,17,120,6
3state1ap0acc_027196,periodic,17,129,6
3state1ap0acc_027196_c,periodic,22,180,10
3state1ap0acc_028192,periodic,15,104,6
3state1ap0acc_028192_c,periodic,13,87,5
3state1ap0acc_028742,periodic,14,81,5
3state1ap0acc_028742_c,periodic,18,134,7
3state1ap0acc_028744,periodic,14,98,6
3state1ap0acc_028744_c,periodic,18,115,7
3state1ap0acc_028748,periodic,19,144,7
3state1ap0acc_028748_c,periodic,17,103,6
3state1ap0acc_028750,periodic,18,125,7
3state1ap0acc_028750_c,periodic,15,92,5
3state1ap0acc_028760,periodic,-1,-1,-1
3state1ap0acc_028760_c,periodic,24,233,12
3state1ap0acc_028772,periodic,16,101,5
3state1ap0acc_028772_c,periodic,16,133,7
3state1ap0acc_028804,periodic,17,143,8
3state1ap0acc_028804_c,periodic,19,132,8
3state1ap0acc_028809,periodic,24,193,10
3state1ap0acc_028809_c,periodic,18,119,7
3state1ap0acc_028812,periodic,14,77,4
3state1ap0acc_028812_c,periodic,17,103,6
3state1ap0acc_028813,periodic,14,78,4
3state1ap0acc_028813_c,periodic,12,73,4
3state1ap0acc_028824,periodic,25,208,9
3state1ap0acc_028824_c,periodic,16,139,7
3state1ap0acc_028836,periodic,19,142,7
3state1ap0acc_028836_c,periodic,23,207,10
3state1ap0acc_028868,periodic,19,157,8
1state3ap1acc_00876,periodic,5,56,2
1state3ap1acc_00876_c,periodic,7,107,3
1state3ap1acc_00892,periodic,5,63,2
1state3ap1acc_00892_c,periodic,7,107,3
3state1ap0acc_028868_c,periodic,14,78,5
3state1ap0acc_028872,periodic,20,165,9
3state1ap0acc_028872_c,periodic,17,103,6
3state1ap0acc_028930,periodic,15,89,5
3state1ap0acc_028930_c,periodic,13,75,4
3state1ap0acc_028936,periodic,15,102,6
3state1ap0acc_028936_c,periodic,15,79,4
3state1ap0acc_028938,periodic,19,123,7
3state1ap0acc_028938_c,periodic,13,75,4
3state1ap0acc_028960,periodic,19,133,7
3state1ap0acc_028960_c,periodic,14,89,5
3state1ap0acc_028962,periodic,17,90,4
3state1ap0acc_028962_c,periodic,15,86,4
3state1ap0acc_028998,periodic,14,81,5
3state1ap0acc_028998_c,periodic,19,141,7
3state1ap0acc_029000,periodic,14,92,5
3state1ap0acc_029000_c,periodic,17,104,6
3state1ap0acc_029004,periodic,17,130,7
3state1ap0acc_029004_c,periodic,17,104,6
3state1ap0acc_029006,periodic,17,106,6
3state1ap0acc_029006_c,periodic,15,92,5
3state1ap0acc_029016,periodic,27,305,15
3state1ap0acc_029016_c,periodic,22,186,10
3state1ap0acc_029028,periodic,25,285,11
3state1ap0acc_029028_c,periodic,13,86,5
3state1ap0acc_029064,periodic,21,164,9
3state1ap0acc_029064_c,periodic,14,89,5
3state1ap0acc_029066,periodic,26,260,12
3state1ap0acc_029066_c,periodic,15,111,6
3state1ap0acc_029088,periodic,17,111,5
3state1ap0acc_029088_c,periodic,18,145,7
3state1ap0acc_029090,periodic,24,178,8
3state1ap0acc_029090_c,periodic,15,96,5
3state1ap0acc_029185,periodic,18,119,7
3state1ap0acc_029185_c,periodic,14,77,4
3state1ap0acc_029188,periodic,13,85,5
3state1ap0acc_029189,periodic,17,105,6
3state1ap0acc_029189_c,periodic,16,91,5
3state1ap0acc_029200,periodic,14,77,4
3state1ap0acc_029200_c,periodic,15,89,5
1state3ap1acc_00960,periodic,5,28,2
1state3ap1acc_00960_c,periodic,7,59,3
1state3ap1acc_00964,periodic,5,49,2
1state3ap1acc_00964_c,periodic,7,107,3
3state1ap0acc_029201,periodic,20,103,4
3state1ap0acc_029201_c,periodic,20,113,5
3state1ap0acc_029204,periodic,19,106,5
3state1ap0acc_029204_c,periodic,16,88,4
3state1ap0acc_029205,periodic,20,122,6
3state1ap0acc_029205_c,periodic,16,88,4
3state1ap0acc_029252,periodic,17,120,7
3state1ap0acc_029252_c,periodic,21,174,9
3state1ap0acc_029253,periodic,23,210,10
3state1ap0acc_029253_c,periodic,22,169,8
3state1ap0acc_029264,periodic,22,119,5
3state1ap0acc_029264_c,periodic,25,274,10
3state1ap0acc_029265,periodic,22,119,5
3state1ap0acc_029265_c,periodic,22,179,8
3state1ap0acc_029268,periodic,24,163,8
3state1ap0acc_029268_c,periodic,22,184,9
3state1ap0acc_029269,periodic,24,208,10
3state1ap0acc_029269_c,periodic,20,168,9
3state1ap0acc_029280,periodic,20,166,9
3state1ap0acc_029280_c,periodic,27,248,10
3state1ap0acc_029288,periodic,15,90,5
3state1ap0acc_029288_c,periodic,17,104,6
3state1ap0acc_029316,periodic,12,73,4
3state1ap0acc_029316_c,periodic,22,154,9
3state1ap0acc_029321,periodic,26,230,11
3state1ap0acc_029321_c,periodic,19,138,8
3state1ap0acc_029324,periodic,14,79,4
3state1ap0acc_029324_c,periodic,18,115,7
3state1ap0acc_029325,periodic,14,78,4
3state1ap0acc_029325_c,periodic,12,73,4
3state1ap0acc_029336,periodic,23,208,10
3state1ap0acc_029336_c,periodic,13,85,5
3state1ap0acc_029348,periodic,17,133,6
3state1ap0acc_029348_c,periodic,22,162,9
3state1ap0acc_029352,periodic,17,107,5
3state1ap0acc_029352_c,periodic,20,137,7
3state1ap0acc_029356,periodic,20,171,7
3state1ap0acc_029356_c,periodic,25,196,10
3state1ap0acc_029380,periodic,14,77,4
3state1ap0acc_029380_c,periodic,13,75,4
1state3ap1acc_00972,periodic,5,35,2
1state3ap1acc_00972_c,periodic,7,59,3
1state3ap1acc_00980,periodic,5,56,2
1state3ap1acc_00980_c,periodic,7,107,3
3state1ap0acc_029416,periodic,18,128,6
3state1ap0acc_029416_c,periodic,20,134,7
3state1ap0acc_029700,periodic,26,220,11
3state1ap0acc_029700_c,periodic,64,926,26
3state1ap0acc_029704,periodic,26,220,10
3state1ap0acc_029704_c,periodic,30,273,13
3state1ap0acc_029705,periodic,17,133,6
3state1ap0acc_029705_c,periodic,22,190,10
3state1ap0acc_029708,periodic,35,602,17
3state1ap0acc_029708_c,periodic,59,801,26
3state1ap0acc_029709,periodic,21,154,7
3state1ap0acc_029709_c,periodic,21,135,7
3state1ap0acc_029710,periodic,25,229,9
3state1ap0acc_029710_c,periodic,42,515,17
3state1ap0acc_029732,periodic,-1,-1,-1
3state1ap0acc_029732_c,periodic,54,923,18
3state1ap0acc_029734,periodic,23,164,6
3state1ap0acc_029734_c,periodic,53,800,16
3state1ap0acc_029736,periodic,18,140,7
3state1ap0acc_029736_c,periodic,14,106,5
3state1ap0acc_029740,periodic,23,173,8
3state1ap0acc_029740_c,periodic,27,230,11
3state1ap0acc_029742,periodic,21,156,7
3state1ap0acc_029742_c,periodic,21,130,6
3state1ap0acc_029768,periodic,23,183,8
3state1ap0acc_029768_c,periodic,21,130,7
3state1ap0acc_029769,periodic,20,186,9
3state1ap0acc_029769_c,periodic,21,153,8
3state1ap0acc_029772,periodic,23,188,8
3state1ap0acc_029772_c,periodic,28,210,10
3state1ap0acc_029773,periodic,24,190,8
3state1ap0acc_029773_c,periodic,24,168,8
3state1ap0acc_029784,periodic,17,129,6
3state1ap0acc_029784_c,periodic,22,165,9
3state1ap0acc_029796,periodic,26,249,9
3state1ap0acc_029796_c,periodic,50,818,19
3state1ap0acc_029800,periodic,21,157,7
3state1ap0acc_029800_c,periodic,16,119,5
3state1ap0acc_029804,periodic,26,190,8
3state1ap0acc_029804_c,periodic,27,212,10
1state3ap1acc_00984,periodic,5,56,2
1state3ap1acc_00984_c,periodic,7,107,3
1state3ap1acc_00988,periodic,5,63,2
1state3ap1acc_00988_c,periodic,7,107,3
3state1ap0acc_029832,periodic,-1,-1,-1
3state1ap0acc_029832_c,periodic,15,109,6
3state1ap0acc_029864,periodic,18,136,7
3state1ap0acc_029864_c,periodic,15,115,6
3state1ap0acc_029960,periodic,24,190,8
3state1ap0acc_029960_c,periodic,43,364,16
3state1ap0acc_029961,periodic,23,175,8
3state1ap0acc_029961_c,periodic,25,183,9
3state1ap0acc_029962,periodic,24,207,10
3state1ap0acc_029962_c,periodic,17,140,7
3state1ap0acc_029964,periodic,30,300,12
3state1ap0acc_029964_c,periodic,48,438,18
3state1ap0acc_029965,periodic,27,241,11
3state1ap0acc_029965_c,periodic,25,183,9
3state1ap0acc_029966,periodic,25,239,9
3state1ap0acc_029966_c,periodic,33,349,14
3state1ap0acc_029976,periodic,20,177,7
3state1ap0acc_029976_c,periodic,25,201,10
3state1ap0acc_029984,periodic,31,288,11
3state1ap0acc_029984_c,periodic,22,197,8
3state1ap0acc_029986,periodic,26,238,11
3state1ap0acc_029986_c,periodic,17,128,6
3state1ap0acc_029988,periodic,-1,-1,-1
3state1ap0acc_029988_c,periodic,41,414,11
3state1ap0acc_029990,periodic,23,164,6
3state1ap0acc_029990_c,periodic,43,558,13
3state1ap0acc_029992,periodic,18,140,7
3state1ap0acc_029992_c,periodic,14,106,5
3state1ap0acc_029994,periodic,18,136,7
3state1ap0acc_029994_c,periodic,14,101,5
3state1ap0acc_029996,periodic,23,173,8
3state1ap0acc_029996_c,periodic,26,208,10
3state1ap0acc_029998,periodic,21,154,7
3state1ap0acc_029998_c,periodic,21,130,6
3state1ap0acc_030024,periodic,23,189,9
3state1ap0acc_030024_c,periodic,22,148,8
3state1ap0acc_030025,periodic,20,139,7
3state1ap0acc_030025_c,periodic,21,133,7
3state1ap0acc_030028,periodic,20,166,8
3state1ap0acc_030028_c,periodic,27,241,11
1state3ap1acc_01020,periodic,3,14,1
1state3ap1acc_01020_c,periodic,4,34,2
1state3ap1acc_01537,periodic,5,35,2
1state3ap1acc_01537_c,periodic,7,107,3
3state1ap0acc_030029,periodic,25,215,10
3state1ap0acc_030029_c,periodic,21,132,7
3state1ap0acc_030052,periodic,28,244,10
3state1ap0acc_030052_c,periodic,27,259,10
3state1ap0acc_030056,periodic,19,127,6
3state1ap0acc_030056_c,periodic,14,102,5
3state1ap0acc_030060,periodic,23,151,7
3state1ap0acc_030060_c,periodic,17,146,7
3state1ap0acc_030088,periodic,32,288,13
3state1ap0acc_030088_c,periodic,19,151,7
3state1ap0acc_030112,periodic,20,148,6
3state1ap0acc_030112_c,periodic,21,206,9
3state1ap0acc_030120,periodic,18,136,7
3state1ap0acc_030120_c,periodic,15,115,6
3state1ap0acc_030212,periodic,-1,-1,-1
3state1ap0acc_030212_c,periodic,50,794,16
3state1ap0acc_030213,periodic,29,357,12
3state1ap0acc_030213_c,periodic,43,689,15
3state1ap0acc_030225,periodic,42,518,21
3state1ap0acc_030225_c,periodic,41,595,16
3state1ap0acc_030228,periodic,30,373,12
3state1ap0acc_030228_c,periodic,31,399,13
3state1ap0acc_030240,periodic,17,129,6
3state1ap0acc_030240_c,periodic,15,114,6
3state1ap0acc_030248,periodic,17,107,5
3state1ap0acc_030248_c,periodic,15,115,6
3state1ap0acc_030292,periodic,22,156,6
3state1ap0acc_030292_c,periodic,25,243,11
3state1ap0acc_030340,periodic,14,92,5
3state1ap0acc_030340_c,periodic,14,103,6
3state1ap0acc_030376,periodic,17,109,5
3state1ap0acc_030376_c,periodic,15,115,6
3state1ap0acc_030724,periodic,22,197,8
3state1ap0acc_030724_c,periodic,43,493,17
3state1ap0acc_030726,periodic,33,355,14
3state1ap0acc_030726_c,periodic,19,147,8
3state1ap0acc_030728,periodic,24,174,8
3state1ap0acc_030728_c,periodic,22,137,6
3state1ap0acc_030729,periodic,28,215,9
3state1ap0acc_030729_c,periodic,25,281,13
1state3ap1acc_01545,periodic,5,42,2
1state3ap1acc_01545_c,periodic,7,107,3
1state3ap1acc_01552,periodic,5,35,2
1state3ap1acc_01552_c,periodic,7,107,3
1state2ap1acc_026,periodic,5,35,2
1state2ap1acc_026_c,periodic,7,59,3
1state2ap1acc_030,periodic,3,14,1
1state2ap1acc_052,periodic,5,35,2
3state1ap0acc_030732,periodic,22,174,7
3state1ap0acc_030732_c,periodic,24,186,9
3state1ap0acc_030733,periodic,14,78,4
3state1ap0acc_030733_c,periodic,12,73,4
3state1ap0acc_030734,periodic,17,108,5
3state1ap0acc_030734_c,periodic,21,130,7
3state1ap0acc_030744,periodic,-1,-1,-1
3state1ap0acc_030744_c,periodic,19,166,7
3state1ap0acc_030788,periodic,18,128,7
3state1ap0acc_030788_c,periodic,19,143,8
3state1ap0acc_030792,periodic,22,166,7
3state1ap0acc_030792_c,periodic,46,645,16
3state1ap0acc_030856,periodic,22,146,7
3state1ap0acc_030856_c,periodic,22,136,6
3state1ap0acc_030857,periodic,27,199,9
3state1ap0acc_030857_c,periodic,24,246,12
3state1ap0acc_030860,periodic,21,163,7
3state1ap0acc_030860_c,periodic,24,187,9
3state1ap0acc_030862,periodic,20,145,6
3state1ap0acc_030862_c,periodic,24,166,8
3state1ap0acc_030872,periodic,27,226,10
3state1ap0acc_030872_c,periodic,17,154,7
3state1ap0acc_030884,periodic,23,198,8
3state1ap0acc_030884_c,periodic,20,135,7
3state1ap0acc_030920,periodic,21,161,7
3state1ap0acc_030920_c,periodic,26,237,11
3state1ap0acc_030984,periodic,25,204,9
3state1ap0acc_030984_c,periodic,17,153,7
3state1ap0acc_030986,periodic,20,150,7
3state1ap0acc_030986_c,periodic,15,117,6
3state1ap0acc_031010,periodic,19,144,7
3state1ap0acc_031010_c,periodic,15,117,6
3state1ap0acc_031048,periodic,16,94,5
3state1ap0acc_031048_c,periodic,12,74,4
3state1ap0acc_031236,periodic,15,104,5
3state1ap0acc_031236_c,periodic,24,167,9
3state1ap0acc_031238,periodic,18,106,5
3state1ap0acc_031238_c,periodic,20,119,6
3state1ap0acc_031241,periodic,22,147,7
3state1ap0acc_031241_c,periodic,20,142,8
1state3ap1acc_01553,periodic,5,42,2
1state3ap1acc_01553_c,periodic,7,107,3
1state3ap1acc_01560,periodic,5,42,2
1state3ap1acc_01560_c,periodic,7,107,3
3state1ap0acc_031244,periodic,18,124,6
3state1ap0acc_031244_c,periodic,21,147,8
3state1ap0acc_031246,periodic,17,92,4
3state1ap0acc_031246_c,periodic,20,123,6
3state1ap0acc_031248,periodic,20,162,8
3state1ap0acc_031248_c,periodic,16,117,6
3state1ap0acc_031249,periodic,24,201,9
3state1ap0acc_031249_c,periodic,19,151,7
3state1ap0acc_031256,periodic,27,210,9
3state1ap0acc_031256_c,periodic,17,150,7
3state1ap0acc_031312,periodic,23,179,8
3state1ap0acc_031312_c,periodic,19,151,7
3state1ap0acc_031384,periodic,23,172,8
3state1ap0acc_031384_c,periodic,18,151,7
3state1ap0acc_031748,periodic,22,218,9
3state1ap0acc_031748_c,periodic,23,219,10
3state1ap0acc_031752,periodic,34,267,11
3state1ap0acc_031752_c,periodic,20,169,7
3state1ap0acc_031784,periodic,24,191,9
3state1ap0acc_031784_c,periodic,23,218,10
3state1ap0acc_031880,periodic,30,253,11
3state1ap0acc_031880_c,periodic,18,158,7
3state1ap0acc_031912,periodic,27,209,9
3state1ap0acc_031912_c,periodic,22,198,9
3state1ap0acc_061510,periodic,29,264,12
3state1ap0acc_061510_c,periodic,26,230,11
3state1ap0acc_061512,periodic,16,113,7
3state1ap0acc_061512_c,periodic,21,163,10
3state1ap0acc_061516,periodic,27,238,11
3state1ap0acc_061516_c,periodic,21,160,8
3state1ap0acc_061528,periodic,41,614,19
3state1ap0acc_061528_c,periodic,23,209,10
3state1ap0acc_061698,periodic,19,122,7
3state1ap0acc_061698_c,periodic,17,104,6
3state1ap0acc_061766,periodic,32,286,12
3state1ap0acc_061766_c,periodic,28,250,11
3state1ap0acc_061856,periodic,20,121,6
3state1ap0acc_061856_c,periodic,23,179,9
3state1ap0acc_061858,periodic,23,152,7
3state1ap0acc_061858_c,periodic,21,167,8
1state3ap1acc_01561,periodic,5,49,2
1state3ap1acc_01561_c,periodic,7,107,3
1state3ap1acc_01568,periodic,5,35,2
1state3ap1acc_01568_c,periodic,7,107,3
3state1ap0acc_069704,periodic,14,87,5
3state1ap0acc_069704_c,periodic,16,91,5
3state1ap0acc_069706,periodic,18,137,7
3state1ap0acc_069706_c,periodic,16,102,6
3state1ap0acc_069764,periodic,17,100,5
3state1ap0acc_069764_c,periodic,19,104,5
3state1ap0acc_069772,periodic,20,123,5
3state1ap0acc_069772_c,periodic,20,133,6
3state1ap0acc_069780,periodic,32,346,13
3state1ap0acc_069780_c,periodic,24,210,10
3state1ap0acc_069784,periodic,20,184,9
3state1ap0acc_069784_c,periodic,20,154,8
3state1ap0acc_069788,periodic,44,435,15
3state1ap0acc_069788_c,periodic,58,797,20
3state1ap0acc_069800,periodic,17,112,6
3state1ap0acc_069800_c,periodic,19,143,8
3state1ap0acc_069804,periodic,24,165,7
3state1ap0acc_069804_c,periodic,23,169,8
3state1ap0acc_069816,periodic,34,376,13
3state1ap0acc_069816_c,periodic,34,548,14
3state1ap0acc_069828,periodic,23,187,10
3state1ap0acc_069828_c,periodic,20,134,7
3state1ap0acc_069832,periodic,15,91,5
3state1ap0acc_069832_c,periodic,15,91,5
3state1ap0acc_069848,periodic,35,344,12
3state1ap0acc_069848_c,periodic,36,471,13
3state1ap0acc_069894,periodic,18,109,6
3state1ap0acc_069894_c,periodic,15,90,5
3state1ap0acc_070024,periodic,16,93,5
3state1ap0acc_070024_c,periodic,17,106,6
3state1ap0acc_070026,periodic,31,274,11
3state1ap0acc_070026_c,periodic,28,232,11
3state1ap0acc_070040,periodic,-1,-1,-1
3state1ap0acc_070040_c,periodic,41,524,13
3state1ap0acc_070042,periodic,-1,-1,-1
3state1ap0acc_070042_c,periodic,43,590,17
3state1ap0acc_070056,periodic,20,143,7
3state1ap0acc_070056_c,periodic,18,136,7
3state1ap0acc_070072,periodic,29,307,13
3state1ap0acc_070072_c,periodic,24,281,12
1state3ap1acc_01569,periodic,5,42,2
1state3ap1acc_01569_c,periodic,7,107,3
1state3ap1acc_01577,periodic,5,49,2
1state3ap1acc_01577_c,periodic,7,107,3
3state1ap0acc_070150,periodic,15,90,5
3state1ap0acc_070150_c,periodic,14,78,4
3state1ap0acc_070166,periodic,29,261,10
3state1ap0acc_070166_c,periodic,22,179,8
3state1ap0acc_070212,periodic,29,257,12
3state1ap0acc_070212_c,periodic,20,139,7
3state1ap0acc_070228,periodic,33,325,14
3state1ap0acc_070228_c,periodic,31,359,14
3state1ap0acc_070244,periodic,-1,-1,-1
3state1ap0acc_070244_c,periodic,42,844,20
3state1ap0acc_070248,periodic,21,131,6
3state1ap0acc_070248_c,periodic,21,138,7
3state1ap0acc_070260,periodic,-1,-1,-1
3state1ap0acc_070260_c,periodic,66,1624,22
3state1ap0acc_070276,periodic,17,90,4
3state1ap0acc_070276_c,periodic,18,102,5
3state1ap0acc_070284,periodic,17,108,5
3state1ap0acc_070284_c,periodic,17,119,6
3state1ap0acc_070292,periodic,33,433,12
3state1ap0acc_070292_c,periodic,21,179,9
3state1ap0acc_070296,periodic,22,177,9
3state1ap0acc_070296_c,periodic,19,148,8
3state1ap0acc_070300,periodic,43,458,14
3state1ap0acc_070300_c,periodic,47,946,18
3state1ap0acc_070312,periodic,20,144,7
3state1ap0acc_070312_c,periodic,20,172,9
3state1ap0acc_070316,periodic,24,165,7
3state1ap0acc_070316_c,periodic,23,171,8
3state1ap0acc_070328,periodic,36,373,13
3state1ap0acc_070328_c,periodic,39,756,17
3state1ap0acc_070360,periodic,31,413,14
3state1ap0acc_070360_c,periodic,27,291,14
3state1ap0acc_070376,periodic,-1,-1,-1
3state1ap0acc_070376_c,periodic,24,212,10
3state1ap0acc_070662,periodic,22,193,9
3state1ap0acc_070662_c,periodic,36,474,15
3state1ap0acc_070788,periodic,25,197,9
3state1ap0acc_070788_c,periodic,32,353,14
3state1ap0acc_070792,periodic,23,205,8
3state1ap0acc_070792_c,periodic,33,309,12
1state3ap1acc_01584,periodic,5,42,2
1state3ap1acc_01584_c,periodic,7,107,3
1state3ap1acc_01585,periodic,5,49,2
1state3ap1acc_01585_c,periodic,7,107,3
3state1ap0acc_070796,periodic,-1,-1,-1
3state1ap0acc_070796_c,periodic,-1,-1,-1
3state1ap0acc_070798,periodic,37,483,13
3state1ap0acc_070798_c,periodic,38,578,19
3state1ap0acc_070812,periodic,-1,-1,-1
3state1ap0acc_070812_c,periodic,51,701,18
3state1ap0acc_070828,periodic,30,297,13
3state1ap0acc_070828_c,periodic,23,259,12
3state1ap0acc_071048,periodic,28,221,9
3state1ap0acc_071048_c,periodic,41,456,13
3state1ap0acc_071050,periodic,32,284,11
3state1ap0acc_071050_c,periodic,38,466,13
3state1ap0acc_071064,periodic,-1,-1,-1
3state1ap0acc_071064_c,periodic,26,241,10
3state1ap0acc_071174,periodic,75,1230,26
3state1ap0acc_071174_c,periodic,-1,-1,-1
3state1ap0acc_071182,periodic,51,955,19
3state1ap0acc_071182_c,periodic,27,289,12
3state1ap0acc_071302,periodic,-1,-1,-1
3state1ap0acc_071302_c,periodic,82,1669,27
3state1ap0acc_071308,periodic,24,206,10
3state1ap0acc_071308_c,periodic,36,422,19
3state1ap0acc_071686,periodic,16,111,5
3state1ap0acc_071686_c,periodic,17,119,6
3state1ap0acc_071694,periodic,16,107,5
3state1ap0acc_071694_c,periodic,17,119,6
3state1ap0acc_071702,periodic,29,330,11
3state1ap0acc_071702_c,periodic,43,672,14
3state1ap0acc_071710,periodic,21,167,8
3state1ap0acc_071710_c,periodic,21,174,9
3state1ap0acc_071750,periodic,-1,-1,-1
3state1ap0acc_071750_c,periodic,37,577,14
3state1ap0acc_071752,periodic,24,204,9
3state1ap0acc_071752_c,periodic,32,381,14
3state1ap0acc_071754,periodic,26,233,10
3state1ap0acc_071754_c,periodic,22,184,9
3state1ap0acc_071756,periodic,-1,-1,-1
3state1ap0acc_071756_c,periodic,60,1094,27
3state1ap0acc_071768,periodic,32,308,13
3state1ap0acc_071768_c,periodic,47,613,17
1state3ap1acc_01592,periodic,5,49,2
1state3ap1acc_01592_c,periodic,7,107,3
1state3ap1acc_01593,periodic,5,56,2
1state3ap1acc_01593_c,periodic,7,107,3
3state1ap0acc_071772,periodic,-1,-1,-1
3state1ap0acc_071772_c,periodic,57,910,25
3state1ap0acc_071814,periodic,19,145,7
3state1ap0acc_071814_c,periodic,18,113,6
3state1ap0acc_071822,periodic,23,188,9
3state1ap0acc_071822_c,periodic,18,133,7
3state1ap0acc_071880,periodic,21,189,9
3state1ap0acc_071880_c,periodic,21,178,9
3state1ap0acc_071896,periodic,-1,-1,-1
3state1ap0acc_071896_c,periodic,17,140,8
3state1ap0acc_071942,periodic,22,159,7
3state1ap0acc_071942_c,periodic,43,694,14
3state1ap0acc_071946,periodic,21,149,7
3state1ap0acc_071946_c,periodic,24,224,10
3state1ap0acc_071950,periodic,21,149,7
3state1ap0acc_071950_c,periodic,21,174,9
3state1ap0acc_071958,periodic,28,315,11
3state1ap0acc_071958_c,periodic,25,260,11
3state1ap0acc_071962,periodic,21,167,8
3state1ap0acc_071962_c,periodic,25,284,12
3state1ap0acc_071966,periodic,21,167,8
3state1ap0acc_071966_c,periodic,21,176,9
3state1ap0acc_072198,periodic,32,313,14
3state1ap0acc_072198_c,periodic,23,174,8
3state1ap0acc_072206,periodic,28,206,9
3state1ap0acc_072206_c,periodic,20,145,7
3state1ap0acc_072326,periodic,20,162,8
3state1ap0acc_072326_c,periodic,17,100,5
3state1ap0acc_072334,periodic,22,173,9
3state1ap0acc_072334_c,periodic,17,122,6
3state1ap0acc_072710,periodic,23,165,7
3state1ap0acc_072710_c,periodic,21,177,9
3state1ap0acc_072838,periodic,-1,-1,-1
3state1ap0acc_072838_c,periodic,20,178,9
3state1ap0acc_072966,periodic,28,218,8
3state1ap0acc_072966_c,periodic,51,783,14
3state1ap0acc_073222,periodic,26,226,10
3state1ap0acc_073222_c,periodic,22,209,10
3state1ap0acc_073350,periodic,23,204,10
3state1ap0acc_073350_c,periodic,20,175,9
1state3ap1acc_01632,periodic,5,42,2
1state3ap1acc_01632_c,periodic,7,107,3
1state3ap1acc_01633,periodic,5,49,2
1state3ap1acc_01633_c,periodic,7,107,3
3state1ap0acc_073800,periodic,11,76,5
3state1ap0acc_073800_c,periodic,13,79,5
3state1ap0acc_073801,periodic,20,197,11
3state1ap0acc_073801_c,periodic,15,104,7
3state1ap0acc_073802,periodic,12,78,5
3state1ap0acc_073802_c,periodic,12,78,5
3state1ap0acc_073804,periodic,12,80,5
3state1ap0acc_073804_c,periodic,13,80,5
3state1ap0acc_073806,periodic,17,106,6
3state1ap0acc_073806_c,periodic,15,93,5
3state1ap0acc_073816,periodic,21,259,14
3state1ap0acc_073816_c,periodic,18,155,10
3state1ap0acc_073828,periodic,20,144,7
3state1ap0acc_073828_c,periodic,18,130,7
3state1ap0acc_073830,periodic,-1,-1,-1
3state1ap0acc_073830_c,periodic,28,296,12
3state1ap0acc_073832,periodic,23,169,8
3state1ap0acc_073832_c,periodic,18,145,7
3state1ap0acc_073834,periodic,19,136,7
3state1ap0acc_073834_c,periodic,15,110,6
3state1ap0acc_073836,periodic,24,166,7
3state1ap0acc_073836_c,periodic,23,177,8
3state1ap0acc_073860,periodic,11,76,5
3state1ap0acc_073860_c,periodic,15,104,7
3state1ap0acc_073862,periodic,11,69,4
3state1ap0acc_073862_c,periodic,13,91,6
3state1ap0acc_073865,periodic,17,112,6
3state1ap0acc_073865_c,periodic,14,94,6
3state1ap0acc_073868,periodic,11,66,4
3state1ap0acc_073868_c,periodic,12,79,5
3state1ap0acc_073869,periodic,14,78,4
3state1ap0acc_073869_c,periodic,12,74,4
3state1ap0acc_073880,periodic,11,52,3
3state1ap0acc_073880_c,periodic,13,85,5
3state1ap0acc_073892,periodic,11,75,4
3state1ap0acc_073892_c,periodic,14,110,7
3state1ap0acc_073894,periodic,16,111,5
3state1ap0acc_073894_c,periodic,16,122,7
3state1ap0acc_073928,periodic,13,81,5
3state1ap0acc_073928_c,periodic,12,78,5
1state3ap1acc_01641,periodic,5,56,2
1state3ap1acc_01641_c,periodic,7,107,3
1state3ap1acc_01648,periodic,5,49,2
1state3ap1acc_01648_c,periodic,7,107,3
3state1ap0acc_073990,periodic,16,110,7
3state1ap0acc_073990_c,periodic,14,92,6
3state1ap0acc_073992,periodic,12,92,6
3state1ap0acc_073993,periodic,14,102,7
3state1ap0acc_073993_c,periodic,12,68,4
3state1ap0acc_073994,periodic,19,126,7
3state1ap0acc_073994_c,periodic,13,77,4
3state1ap0acc_073996,periodic,14,102,7
3state1ap0acc_073996_c,periodic,12,68,4
3state1ap0acc_074008,periodic,17,151,9
3state1ap0acc_074008_c,periodic,14,92,6
3state1ap0acc_074020,periodic,17,134,8
3state1ap0acc_074020_c,periodic,12,78,5
3state1ap0acc_074022,periodic,22,180,10
3state1ap0acc_074022_c,periodic,15,110,6
3state1ap0acc_074056,periodic,14,91,5
3state1ap0acc_074056_c,periodic,18,109,6
3state1ap0acc_074058,periodic,16,109,6
3state1ap0acc_074060,periodic,15,93,5
3state1ap0acc_074060_c,periodic,16,93,5
3state1ap0acc_074062,periodic,17,106,6
3state1ap0acc_074062_c,periodic,12,74,4
3state1ap0acc_074084,periodic,32,337,10
3state1ap0acc_074084_c,periodic,33,364,11
3state1ap0acc_074086,periodic,25,189,8
3state1ap0acc_074086_c,periodic,25,212,9
3state1ap0acc_074088,periodic,20,139,7
3state1ap0acc_074088_c,periodic,14,104,6
3state1ap0acc_074092,periodic,28,265,10
3state1ap0acc_074092_c,periodic,20,147,7
3state1ap0acc_074244,periodic,11,77,5
3state1ap0acc_074244_c,periodic,12,68,4
3state1ap0acc_074245,periodic,16,104,6
3state1ap0acc_074245_c,periodic,16,92,5
3state1ap0acc_074246,periodic,13,90,6
