formula,class,mp,technique,dag_nodes,temporals,tree_nodes,sharing,build_s,equiv,reconstructed
aut_33352.hoa,?,?,buchi,30,5,71,2.4,1.116,True,a & ((X(a | Xa) & ((!a & X!a) R ((!a | X(!a | X(!a R (a | Xa)))) & (a | X(!a | X…
aut_33356.hoa,?,?,buchi,5161,876,2945605709571695,570743210535.1,1.549,UNVERIFIED_SIZE,<unflattened DAG: 2945605709571695 tree nodes>
aut_33376.hoa,?,?,buchi,30,5,71,2.4,1.122,True,a & ((X(a | Xa) & ((!a & X!a) R ((!a | X(!a | X(!a R (a | Xa)))) & (a | X(!a | X…
aut_33379.hoa,?,?,acc,1,0,1,1.0,1.107,True,a
aut_33380.hoa,?,?,buchi,16,4,31,1.9,1.117,True,a & XFa & G((!a | X(!a | X(!a R Fa))) & (a | X(a R (!a | XFa))))
aut_33383.hoa,?,?,acc,1,0,1,1.0,1.110,True,a
aut_33384.hoa,?,?,buchi,30,5,71,2.4,1.120,True,a & ((X(a | Xa) & ((!a & X!a) R ((!a | X(!a | X(!a R (a | Xa)))) & (a | X(!a | X…
aut_33388.hoa,?,?,buchi,16,4,31,1.9,1.118,True,a & XFa & G((!a | X(!a | X(!a R Fa))) & (a | X(a R (!a | XFa))))
aut_33392.hoa,?,?,buchi,30,5,71,2.4,1.116,True,a & ((X(a | Xa) & ((!a & X!a) R ((!a | X(!a | X(!a R (a | Xa)))) & (a | X(!a | X…
aut_33395.hoa,?,?,acc,1,0,1,1.0,1.110,True,a
aut_33396.hoa,?,?,buchi,16,4,31,1.9,1.113,True,a & XFa & G((!a | X(!a | X(!a R Fa))) & (a | X(a R (!a | XFa))))
aut_33399.hoa,?,?,acc,1,0,1,1.0,1.113,True,a
aut_33400.hoa,?,?,buchi,30,5,71,2.4,1.120,True,a & ((X(a | Xa) & ((!a & X!a) R ((!a | X(!a | X(!a R (a | Xa)))) & (a | X(!a | X…
aut_33404.hoa,?,?,buchi,16,4,31,1.9,1.110,True,a & XFa & G((!a | X(!a | X(!a R Fa))) & (a | X(a R (!a | XFa))))
aut_33408.hoa,?,?,daisy2,2,1,2,1.0,0.066,True,Ga
aut_33411.hoa,?,?,buchi,787,147,6052771,7690.9,1.184,UNVERIFIED_SIZE,<unflattened DAG: 6052771 tree nodes>
aut_33412.hoa,?,?,-,,,,,0.583,NOT_LTL,
aut_33415.hoa,?,?,acc,1,0,1,1.0,1.113,True,a
